"id","title","link","place","physicalDescription__label","physicalDescription__content","date__label","date__content","name__label","name__content"
"edanmdm-npg_NPG.72.25","William Howard Taft","https://npg.si.edu/object/npg_NPG.72.25","United States","Medium","Oil on artist board","Date","c. 1910","Artist","William Valentine Schevill, 1864 - 1951"
"","","","","Dimensions","Frame (Verified): 120 x 109.5 x 3.8cm (47 1/4 x 43 1/8 x 1 1/2"")","","","Sitter","William Howard Taft, 15 Sep 1857 - 8 Mar 1930"
"","","","","Dimensions","Stretcher: 84.9 × 74.9cm (33 7/16 × 29 1/2"")","","","",""
"edanmdm-npg_NPG.64.1","John Jordan Crittenden","https://npg.si.edu/object/npg_NPG.64.1","United States","Medium","Oil on canvas","Date","1857","Artist","George Peter Alexander Healy, 15 Jul 1813 - 24 Jun 1894"
"","","","","Dimensions","Stretcher: 76.2 x 63.5cm (30 x 25"")","","","Sitter","John Jordan Crittenden, 10 Sep 1787 - 26 Jul 1863"
"","","","","Dimensions","Frame: 104.1 x 91.4 x 10.2cm (41 x 36 x 4"")","","","",""
"edanmdm-npg_NPG.98.73","David Rittenhouse","https://npg.si.edu/object/npg_NPG.98.73","United States","Medium","Oil on canvas","Date","1796","Artist","Charles Willson Peale, 15 Apr 1741 - 22 Feb 1827"
"","","","","Dimensions","Sight: 124.5 x 100.3 x 2.5cm (49 x 39 1/2 x 1"")","","","Sitter","David Rittenhouse, 8 Apr 1732 - 26 Jun 1796"
"","","","","Dimensions","Frame: 147.3 x 121.9 x 8.9cm (58 x 48 x 3 1/2"")","","","",""
"edanmdm-npg_NPG.2015.136","Frida Kahlo","https://npg.si.edu/object/npg_NPG.2015.136","United States","Medium","Oil on canvas","Date","1933","Artist","Magda Pach, 1884 - 1950"
"","","","","Dimensions","Frame: 67.2 × 57 × 4.1cm (26 7/16 × 22 7/16 × 1 5/8"")","","","Sitter","Frida Kahlo, 6 Jul 1907 - 13 Jul 1954"
"","","","","Dimensions","Stretcher: 51.1 × 41cm (20 1/8 × 16 1/8"")","","","",""
"edanmdm-npg_NPG.67.1","Charles Cotesworth Pinckney","https://npg.si.edu/object/npg_NPG.67.1","United States","Medium","Oil on canvas","Date","c. 1773","Artist","Henry Benbridge, 20 Oct 1743 - 25 Jan 1812"
"","","","","Dimensions","Stretcher: 76.7 x 64 x 3.8cm (30 3/16 x 25 3/16 x 1 1/2"")","","","Sitter","Charles Cotesworth Pinckney, 25 Feb 1746 - 25 Aug 1825"
"","","","","Dimensions","Frame: 92.7 x 79.4 x 6.7cm (36 1/2 x 31 1/4 x 2 5/8"")","","","",""
"edanmdm-npg_NPG.84.34","Mary Cassatt","https://npg.si.edu/object/npg_NPG.84.34","","Medium","Oil on canvas","Date","c. 1880-1884","Artist","Edgar Degas, 19 Jul 1834 - 27 Sep 1917"
"","","","","Dimensions","Stretcher: 73.3 x 60 x 3.8cm (28 7/8 x 23 5/8 x 1 1/2"")","","","Sitter","Mary Stevenson Cassatt, 22 May 1844 - 14 Jun 1926"
"","","","","Dimensions","Frame: 94.6 x 80.3 x 8.9cm (37 1/4 x 31 5/8 x 3 1/2"")","","","",""
"edanmdm-npg_NPG.68.50","James Madison","https://npg.si.edu/object/npg_NPG.68.50","United States","Medium","Oil on canvas","Date","c. 1829-1830","Artist","Chester Harding, 1 Sep 1792 - 10 Apr 1866"
"","","","","Dimensions","Frame (Verified): 92.7 x 80 x 10.5cm (36 1/2 x 31 1/2 x 4 1/8"")","","","Sitter","James Madison, 16 Mar 1751 - 28 Jun 1836"
"","","","","Dimensions","Stretcher: 76.2 × 63.5cm (30 × 25"")","","","",""
"edanmdm-npg_NPG.2019.11","Rutherford B. Hayes","https://npg.si.edu/object/npg_NPG.2019.11","United States","Medium","Oil on canvas","Date","1881","Artist","Eliphalet Frazer Andrews, 11 Jun 1835 - 19 Mar 1915"
"","","","","Dimensions","Stretcher: 76.5 × 64.1cm (30 1/8 × 25 1/4"")","","","Sitter","Rutherford Birchard Hayes, 4 Oct 1822 - 17 Jan 1893"
"","","","","Dimensions","Frame: 100 × 87.3 × 12.1cm (39 3/8 × 34 3/8 × 4 3/4"")","","","",""
"edanmdm-npg_NPG.67.5","William Henry Harrison","https://npg.si.edu/object/npg_NPG.67.5","Indiana","Medium","Oil on canvas","Date","1840","Artist","Albert Gallatin Hoit, 13 Dec 1809 - Dec 1856"
"","","","","Dimensions","Frame (Verified): 89.5 x 76.8 x 5.7cm (35 1/4 x 30 1/4 x 2 1/4"")","","","Sitter","William Henry Harrison, 9 Feb 1773 - 4 Apr 1841"
"","","","","Dimensions","Stretcher: 76.2 × 63.5cm (30 × 25"")","","","",""
"edanmdm-npg_NPG.65.49","Franklin Pierce","https://npg.si.edu/object/npg_NPG.65.49","United States","Medium","Oil on canvas","Date","1853","Artist","George Peter Alexander Healy, 15 Jul 1813 - 24 Jun 1894"
"","","","","Dimensions","Stretcher: 76.5 × 64.1 × 2.5cm (30 1/8 × 25 1/4 × 1"")","","","Sitter","Franklin Pierce, 23 Nov 1804 - 8 Oct 1869"
"","","","","Dimensions","Frame: 90.8 x 77.5 x 7cm (35 3/4 x 30 1/2 x 2 3/4"")","","","",""
"edanmdm-npg_NPG.70.23","John Tyler","https://npg.si.edu/object/npg_NPG.70.23","West Virginia","Medium","Oil on canvas","Date","1859","Artist","George Peter Alexander Healy, 15 Jul 1813 - 24 Jun 1894"
"","","","","Dimensions","Stretcher: 91.8 × 74cm (36 1/8 × 29 1/8"")","","","Sitter","John Tyler, 29 Mar 1790 - 18 Jan 1862"
"","","","","Dimensions","Frame (Verified): 117.5 × 14.6 × 99.7cm (46 1/4 × 5 3/4 × 39 1/4"")","","","",""
"edanmdm-npg_NPG.65.53","DeWitt Clinton","https://npg.si.edu/object/npg_NPG.65.53","New York","Medium","Oil on canvas","Date","c. 1816","Artist","John Wesley Jarvis, 1780 - 14 Jan 1840"
"","","","","Dimensions","Stretcher: 122.9 x 92.7 x 2.5cm (48 3/8 x 36 1/2 x 1"")","","","Sitter","DeWitt Clinton, 2 Mar 1769 - 11 Feb 1828"
"","","","","Dimensions","Frame: 147 x 116.2 x 11.4cm (57 7/8 x 45 3/4 x 4 1/2"")","","","",""
"edanmdm-npg_NPG.65.25","James Garfield","https://npg.si.edu/object/npg_NPG.65.25","United States","Medium","Oil on canvas","Date","1881","Artist","Ole Peter Hansen Balling, 13 Apr 1823 - 1 May 1906"
"","","","","Dimensions","Frame (Verified): 78.1 x 67.9 x 6.4cm (30 3/4 x 26 3/4 x 2 1/2"")","","","Sitter","James Abram Garfield, 19 Nov 1831 - 19 Sep 1881"
"","","","","Dimensions","Stretcher: 61 × 50.8cm (24 × 20"")","","","",""
"edanmdm-npg_NPG.2019.30","Bessie Potter Vonnoh","https://npg.si.edu/object/npg_NPG.2019.30","","Medium","Oil on canvas","Date","1895","Artist","Robert William Vonnoh, 17 Sep 1858 - 28 Dec 1933"
"","","","","Dimensions","Sight: 32.1 × 24.4 cm (12 5/8 × 9 5/8"")","","","Sitter","Bessie Potter Vonnoh, 12 Aug 1872 - 8 Mar 1955"
"","","","","Dimensions","Stretcher: 32.7 × 25.4 cm (12 7/8 × 10"")","","","",""
"","","","","Dimensions","Frame: 55.2 × 47 × 6.4 cm (21 3/4 × 18 1/2 × 2 1/2"")","","","",""
"edanmdm-npg_NPG.2019.14","James Knox Polk","https://npg.si.edu/object/npg_NPG.2019.14","District of Columbia","Medium","Oil on canvas","Date","January-February 1846","Artist","George Peter Alexander Healy, 15 Jul 1813 - 24 Jun 1894"
"","","","","Dimensions","Stretcher: 77.5 × 64.8 × 2.2cm (30 1/2 × 25 1/2 × 7/8"")","","","Sitter","James Knox Polk, 2 Nov 1795 - 15 Jun 1849"
"","","","","Dimensions","Frame: 100.3 x 87 x 10.2cm (39 1/2 x 34 1/4 x 4"")","","","",""
"edanmdm-npg_NPG.67.62","Chester A. Arthur","https://npg.si.edu/object/npg_NPG.67.62","United States","Medium","Oil on canvas","Date","1881","Artist","Ole Peter Hansen Balling, 13 Apr 1823 - 1 May 1906"
"","","","","Dimensions","Frame (Verified): 79.1 x 69.2 x 7.6cm (31 1/8 x 27 1/4 x 3"")","","","Sitter","Chester Alan Arthur, 5 Oct 1829 - 18 Nov 1886"
"","","","","Dimensions","Stretcher: 61.3 × 51.1cm (24 1/8 × 20 1/8"")","","","",""
"edanmdm-npg_NPG.75.3","Martha Washington","https://npg.si.edu/object/npg_NPG.75.3","","Medium","Oil on canvas","Date","c. 1853","Artist","Rembrandt Peale, 22 Feb 1778 - 3 Oct 1860"
"","","","","Dimensions","Sight (Verified): 89.5 x 71.8cm (35 1/4 x 28 1/4"")","","","Sitter","Martha Dandridge Custis Washington, 2 Jun 1731 - 22 May 1802"
"","","","","Dimensions","Frame (Verified): 117.2 x 99.7 x 10.6cm (46 1/8 x 39 1/4 x 4 3/16"")","","","",""
"","","","","Dimensions","Stretcher: 91.8 × 74.3 × 2.9 cm (36 1/8 × 29 1/4 × 1 1/8"")","","","",""
"edanmdm-npg_NPG.69.20","John Quincy Adams","https://npg.si.edu/object/npg_NPG.69.20","United States","Medium","Oil on canvas","Date","c. 1850, from an 1844 original","Artist","George Caleb Bingham, 20 Mar 1811 - 7 Jul 1879"
"","","","","Dimensions","Stretcher: 76.2 × 63.5cm (30 × 25"")","","","Sitter","John Quincy Adams, 11 Jul 1767 - 23 Feb 1848"
"","","","","Dimensions","Frame (Verified): 94.6 x 81.9 x 5.7cm (37 1/4 x 32 1/4 x 2 1/4"")","","","",""
"edanmdm-npg_NPG.2019.17","Millard Fillmore","https://npg.si.edu/object/npg_NPG.2019.17","New York","Medium","Oil on canvas","Date","December 2, 1857","Artist","George Peter Alexander Healy, 15 Jul 1813 - 24 Jun 1894"
"","","","","Dimensions","Stretcher: 76.2 × 63.5 cm (30 × 25"")","","","Sitter","Millard Fillmore, 7 Jan 1800 - 8 Mar 1874"
"","","","","Dimensions","Frame: 100.3 × 62.2 × 12.1 cm (39 1/2 × 24 1/2 × 4 3/4"")","","","",""
"","","","","Dimensions","Sight: 74.5 × 61.4 cm (29 5/16 × 24 3/16"")","","","",""
"edanmdm-npg_NPG.77.229","Grover Cleveland","https://npg.si.edu/object/npg_NPG.77.229","New York","Medium","Oil on canvas","Date","1899","Artist","Anders Leonard Zorn, 18 Feb 1860 - 1920"
"","","","","Dimensions","Frame (Verified): 160 x 129.5 x 12.1cm (63 x 51 x 4 3/4"")","","","Sitter","Stephen Grover Cleveland, 18 Mar 1837 - 24 Jun 1908"
"","","","","Dimensions","Stretcher: 121.8 × 91.4cm (47 15/16 × 36"")","","","",""
"edanmdm-npg_NPG.2001.13","George Washington (Lansdowne Portrait)","https://npg.si.edu/object/npg_NPG.2001.13","Franklin","Medium","Oil on canvas","Date","1796","Artist","Gilbert Stuart, 3 Dec 1755 - 9 Jul 1828"
"","","","","Dimensions","247.6 × 158.7 cm (97 1/2 × 62 1/2"")","","","Sitter","George Washington, 22 Feb 1732 - 14 Dec 1799"
"","","","","Dimensions","Frame: 283.5 × 194.3 × 17.8 cm (111 5/8 × 76 1/2 × 7"")","","","",""
"edanmdm-npg_NPG.65.83","Signing of the Treaty of Versailles, 1919","https://npg.si.edu/object/npg_NPG.65.83","United States","Medium","Oil on canvas","Date","1919","Artist","John Christen Johansen, 25 Nov 1876 - 23 Jun 1964"
"","","","","Dimensions","Sight: 176.5 x 162.5cm (69 1/2 x 64"")","","","Sitter","John Joseph Pershing, 13 Sep 1860 - 15 Jul 1948"
"","","","","Dimensions","Frame: 186.7 x 171.8 x 5.7cm (73 1/2 x 67 5/8 x 2 1/4"")","","","Sitter","Tasker Howard Bliss, 31 Dec 1853 - 9 Nov 1930"
"","","","","","","","","Sitter","Woodrow Wilson, 28 Dec 1856 - 3 Feb 1924"
"","","","","","","","","Sitter","Edward Mandell House, 26 Jul 1858 - 28 Mar 1938"
"","","","","","","","","Sitter","Henry White, 29 May 1850 - 15 Jul 1927"
"","","","","","","","","Sitter","Robert Lansing, 17 Oct 1864 - 20 Oct 1928"
"edanmdm-npg_NPG.99.66","Thomas Jefferson","https://npg.si.edu/object/npg_NPG.99.66","Greater London","Medium","Oil on canvas","Date","1786","Artist","Mather Brown, 7 Oct 1761 - 25 May 1831"
"","","","","Dimensions","Stretcher: 90.8 × 72.4 cm (35 3/4 × 28 1/2"")","","","Sitter","Thomas Jefferson, 13 Apr 1743 - 4 Jul 1826"
"","","","","Dimensions","Frame (Verified): 102.4 × 81.9 × 8.3 cm (40 5/16 × 32 1/4 × 3 1/4"")","","","",""
"edanmdm-npg_NPG.65.84","Woodrow Wilson","https://npg.si.edu/object/npg_NPG.65.84","United States","Medium","Oil on canvas","Date","c. 1919","Artist","John Christen Johansen, 25 Nov 1876 - 23 Jun 1964"
"","","","","Dimensions","Stretcher: 77 × 63.8 × 3.3cm (30 5/16 × 25 1/8 × 1 5/16"")","","","Sitter","Woodrow Wilson, 28 Dec 1856 - 3 Feb 1924"
"","","","","Dimensions","Frame: 90.8 x 78.3 x 3.2cm (35 3/4 x 30 13/16 x 1 1/4"")","","","",""
"edanmdm-npg_NPG.65.48","James Buchanan","https://npg.si.edu/object/npg_NPG.65.48","District of Columbia","Medium","Oil on canvas","Date","1859","Artist","George Peter Alexander Healy, 15 Jul 1813 - 24 Jun 1894"
"","","","","Dimensions","Frame (Verified): 179.4 x 142.2 x 9.5cm (70 5/8 x 56 x 3 3/4"")","","","Sitter","James Buchanan, 21 Apr 1791 - 1 Jun 1868"
"","","","","Dimensions","Stretcher: 157.5 × 119.4cm (62 × 47"")","","","",""
"edanmdm-npg_NPG.65.60","Men of Progress","https://npg.si.edu/object/npg_NPG.65.60","United States","Medium","Oil on canvas","Date","1862","Artist","Christian Schussele, 16 Apr 1824 - 1879"
"","","","","Dimensions","Stretcher: 128.3 x 190.5 x 5.1cm (50 1/2 x 75 x 2"")","","","Sitter","William Thomas Green Morton, 9 Aug 1819 - 15 Jul 1868"
"","","","","Dimensions","Frame: 162.6 x 225.7 x 12.7cm (64 x 88 7/8 x 5"")","","","Sitter","James Bogardus, 14 Mar 1800 - 13 Apr 1874"
"","","","","","","","","Sitter","Samuel Colt, 19 Jul 1814 - 10 Jan 1862"
"","","","","","","","","Sitter","Cyrus Hall McCormick, 15 Feb 1809 - 13 May 1884"
"","","","","","","","","Sitter","Joseph Saxton, 22 Mar 1799 - 26 Oct 1873"
"","","","","","","","","Sitter","Charles Goodyear, 29 Dec 1800 - 1 Jul 1860"
"","","","","","","","","Sitter","Peter Cooper, 12 Feb 1791 - 4 Apr 1883"
"","","","","","","","","Sitter","Jordan Lawrence Mott, 12 Oct 1799 - 1866"
"","","","","","","","","Sitter","Joseph Henry, 17 Dec 1797 - 13 May 1878"
"","","","","","","","","Sitter","Eliphalet Nott, 25 Jun 1773 - 29 Jan 1866"
"","","","","","","","","Sitter","John Ericsson, 31 Jul 1803 - 8 Mar 1889"
"","","","","","","","","Sitter","Frederick Ellsworth Sickels, 20 Sep 1819 - 8 Mar 1895"
"","","","","","","","","Sitter","Samuel Finley Breese Morse, 27 Apr 1791 - 2 Apr 1872"
"","","","","","","","","Sitter","Henry Burden, 22 Apr 1791 - 19 Jan 1871"
"","","","","","","","","Sitter","Richard March Hoe, 19 Jul 1815 - 13 Sep 1884"
"","","","","","","","","Sitter","Erastus Brigham Bigelow, 2 Apr 1814 - 6 Dec 1879"
"","","","","","","","","Sitter","Isaiah Jennings, 1792 - 1862"
"","","","","","","","","Sitter","Thomas Blanchard, 24 Jun 1788 - 16 Apr 1864"
"","","","","","","","","Sitter","Elias Howe, 9 Jul 1819 - 3 Oct 1867"
"edanmdm-npg_NPG.82.147","Washington Irving and his Literary Friends at Sunnyside","https://npg.si.edu/object/npg_NPG.82.147","United States","Medium","Oil on canvas","Date","1864","Artist","Christian Schussele, 16 Apr 1824 - 1879"
"","","","","Dimensions","Sight: 134.6 x 199.4 x 3.8cm (53 x 78 1/2 x 1 1/2"")","","","Designer","Felix Octavius Carr Darley, 23 Jun 1822 - 27 Mar 1888"
"","","","","Dimensions","Frame: 158.8 x 224.8 x 14cm (62 1/2 x 88 1/2 x 5 1/2"")","","","Sitter","Washington Irving, 3 Apr 1783 - 28 Nov 1859"
"","","","","","","","","Sitter","Henry Theodore Tuckerman, 1813 - 1871"
"","","","","","","","","Sitter","Oliver Wendell Holmes, Sr., 29 Aug 1809 - 7 Oct 1894"
"","","","","","","","","Sitter","Nathaniel Hawthorne, 4 Jul 1804 - 19 May 1864"
"","","","","","","","","Sitter","Henry Wadsworth Longfellow, 27 Feb 1807 - 24 Mar 1882"
"","","","","","","","","Sitter","Nathaniel Parker Willis, 20 Jan 1806 - 20 Jan 1867"
"","","","","","","","","Sitter","James Kirke Paulding, 22 Aug 1778 - 6 Apr 1860"
"","","","","","","","","Sitter","William Cullen Bryant, 3 Nov 1794 - 12 Jun 1878"
"","","","","","","","","Sitter","John Pendleton Kennedy, 25 Oct 1795 - 18 Aug 1870"
"","","","","","","","","Sitter","William Gilmore Simms, 17 Apr 1806 - 11 Jun 1870"
"","","","","","","","","Sitter","Fitz-Greene Halleck, 8 Jul 1790 - 19 Nov 1867"
"","","","","","","","","Sitter","William Hickling Prescott, 4 May 1796 - 28 Jan 1859"
"","","","","","","","","Sitter","Ralph Waldo Emerson, 25 May 1803 - 27 Apr 1882"
"","","","","","","","","Sitter","James Fenimore Cooper, 15 Sep 1789 - 14 Sep 1851"
"","","","","","","","","Sitter","George Bancroft, 3 Oct 1800 - 17 Jan 1891"
"edanmdm-npg_NPG.66.37","Grant and His Generals","https://npg.si.edu/object/npg_NPG.66.37","New York","Medium","Oil on canvas","Date","1865","Artist","Ole Peter Hansen Balling, 13 Apr 1823 - 1 May 1906"
"","","","","Dimensions","304.8cm x 487.7cm (120"" x 192""), Accurate","","","Sitter","Thomas Casimer Devin, 10 Dec 1822 - 4 Apr 1878"
"","","","","","","","","Sitter","George Armstrong Custer, 5 Dec 1839 - 25 Jun 1876"
"","","","","","","","","Sitter","Hugh Judson Kilpatrick, 14 Jan 1836 - 2 Dec 1881"
"","","","","","","","","Sitter","William Hemsley Emory, 7 Sep 1811 - 1 Dec 1887"
"","","","","","","","","Sitter","Philip Henry Sheridan, 6 Mar 1831 - 5 Aug 1888"
"","","","","","","","","Sitter","James Birdseye McPherson, 14 Nov 1828 - 22 Jul 1864"
"","","","","","","","","Sitter","George Crook, 8 Sep 1830 - 21 Mar 1890"
"","","","","","","","","Sitter","Wesley Merritt, 16 Jun 1834 - 3 Dec 1910"
"","","","","","","","","Sitter","George Henry Thomas, 31 Jul 1816 - 28 Mar 1870"
"","","","","","","","","Sitter","Gouverneur Kemble Warren, 8 Jan 1830 - 8 Aug 1882"
"","","","","","","","","Sitter","George Gordon Meade, 31 Dec 1815 - 6 Nov 1872"
"","","","","","","","","Sitter","John Grubb Parke, 22 Sep 1827 - 16 Dec 1900"
"","","","","","","","","Sitter","William Tecumseh Sherman, 8 Feb 1820 - 14 Feb 1891"
"","","","","","","","","Sitter","John Alexander Logan, 9 Feb 1826 - 26 Dec 1886"
"","","","","","","","","Sitter","Ulysses Simpson Grant, 27 Apr 1822 - 23 Jul 1885"
"","","","","","","","","Sitter","Ambrose Everett Burnside, 23 May 1824 - 13 Sep 1881"
"","","","","","","","","Sitter","Joseph Hooker, 13 Nov 1814 - 31 Oct 1879"
"","","","","","","","","Sitter","Winfield Scott Hancock, 14 Feb 1824 - 9 Feb 1886"
"","","","","","","","","Sitter","John Aaron Rawlins, 13 Feb 1831 - 6 Sep 1869"
"","","","","","","","","Sitter","Edward Otho Cresap Ord, 18 Oct 1818 - 22 Jul 1883"
"","","","","","","","","Sitter","Francis Preston Blair, Jr., 19 Feb 1821 - 9 Jul 1875"
"","","","","","","","","Sitter","Alfred Howe Terry, 10 Nov 1827 - 16 Dec 1890"
"","","","","","","","","Sitter","Henry Warner Slocum, 24 Sep 1827 - 14 Apr 1894"
"","","","","","","","","Sitter","Jefferson Columbus Davis, 2 Mar 1828 - 30 Nov 1879"
"","","","","","","","","Sitter","Oliver Otis Howard, 8 Nov 1830 - 26 Oct 1909"
"","","","","","","","","Sitter","John McAllister Schofield, 29 Sep 1831 - 4 Mar 1906"
"","","","","","","","","Sitter","Joseph Anthony Mower, 22 Aug 1827 - 6 Jan 1870"
